,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
2169,401309846,2021,2,regular,2021-09-12,Arizona,Pac-12,14,San Diego State,Mountain West,38,Arizona -1.5,-1.5,24,-25.5,1.5,-24,25.5,San Diego State,25.5
2156,401309847,2021,2,regular,2021-09-12,Arizona State,Pac-12,37,UNLV,Mountain West,10,Arizona State -34.5,-34.5,-27,-7.5,34.5,27,7.5,UNLV,7.5
2151,401309848,2021,2,regular,2021-09-12,BYU,FBS Independents,26,Utah,Pac-12,17,Utah -7,7.0,-9,16.0,-7.0,9,-16.0,BYU,16.0
2174,401310702,2021,2,regular,2021-09-12,Fresno State,Mountain West,63,Cal Poly,Big Sky,10,Fresno State -32.5,-32.5,-53,20.5,32.5,53,-20.5,Fresno State,20.5
2815,401310703,2021,2,regular,2021-09-12,Nevada,Mountain West,49,Idaho State,Big Sky,10,Nevada -35,-35.0,-39,4.0,35.0,39,-4.0,Nevada,4.0
2109,401282626,2021,3,regular,2021-09-17,Louisville,ACC,42,UCF,American Athletic,35,UCF -7,7.0,-7,14.0,-7.0,7,-14.0,Louisville,14.0
2129,401282069,2021,3,regular,2021-09-18,Arkansas,SEC,45,Georgia Southern,Sun Belt,10,Arkansas -23,-23.0,-35,12.0,23.0,35,-12.0,Arkansas,12.0
2124,401282070,2021,3,regular,2021-09-18,Penn State,Big Ten,28,Auburn,SEC,20,Penn State -4,-4.0,-8,4.0,4.0,8,-4.0,Penn State,4.0
2114,401282071,2021,3,regular,2021-09-18,Florida,SEC,29,Alabama,SEC,31,Alabama -14,14.0,2,12.0,-14.0,-2,-12.0,Florida,12.0
2119,401282072,2021,3,regular,2021-09-18,Georgia,SEC,40,South Carolina,SEC,13,Georgia -31.5,-31.5,-27,-4.5,31.5,27,4.5,South Carolina,4.5
2269,401282073,2021,3,regular,2021-09-18,Kentucky,SEC,28,Chattanooga,Southern,23,Kentucky -33.5,-33.5,-5,-28.5,33.5,5,28.5,Chattanooga,28.5
2265,401282074,2021,3,regular,2021-09-18,LSU,SEC,49,Central Michigan,Mid-American,21,LSU -19.5,-19.5,-28,8.5,19.5,28,-8.5,LSU,8.5
2245,401282076,2021,3,regular,2021-09-18,Memphis,American Athletic,31,Mississippi State,SEC,29,Mississippi State -3.5,3.5,-2,5.5,-3.5,2,-5.5,Memphis,5.5
2272,401282077,2021,3,regular,2021-09-18,Missouri,SEC,59,Southeast Missouri State,OVC,28,Missouri -34.5,-34.5,-31,-3.5,34.5,31,3.5,Southeast Missouri State,3.5
521,401282078,2021,3,regular,2021-09-18,Tennessee,SEC,56,Tennessee Tech,OVC,0,Tennessee -38,-38.0,-56,18.0,38.0,56,-18.0,Tennessee,18.0
524,401282079,2021,3,regular,2021-09-18,Texas A&M,SEC,34,New Mexico,Mountain West,0,Texas A&M -30,-30.0,-34,4.0,30.0,34,-4.0,Texas A&M,4.0
529,401282194,2021,3,regular,2021-09-18,UT San Antonio,Conference USA,27,Middle Tennessee,Conference USA,13,UT San Antonio -11.5,-11.5,-14,2.5,11.5,14,-2.5,UT San Antonio,2.5
534,401282195,2021,3,regular,2021-09-18,North Texas,Conference USA,6,UAB,Conference USA,40,UAB -12.5,12.5,34,-21.5,-12.5,-34,21.5,UAB,21.5
2260,401282196,2021,3,regular,2021-09-18,Georgia State,Sun Belt,20,Charlotte,Conference USA,9,Georgia State -4.5,-4.5,-11,6.5,4.5,11,-6.5,Georgia State,6.5
2255,401282197,2021,3,regular,2021-09-18,Texas Tech,Big 12,54,Florida International,Conference USA,21,Texas Tech -20.5,-20.5,-33,12.5,20.5,33,-12.5,Texas Tech,12.5
2275,401282198,2021,3,regular,2021-09-18,Florida Atlantic,Conference USA,45,Fordham,Patriot,14,Florida Atlantic -31,-31.0,-31,0.0,31.0,31,-0.0,Fordham,0.0
868,401282199,2021,3,regular,2021-09-18,Louisiana Tech,Conference USA,37,SMU,American Athletic,39,SMU -11,11.0,2,9.0,-11.0,-2,-9.0,Louisiana Tech,9.0
883,401282200,2021,3,regular,2021-09-18,Marshall,Conference USA,38,East Carolina,American Athletic,42,Marshall -10,-10.0,4,-14.0,10.0,-4,14.0,East Carolina,14.0
888,401282201,2021,3,regular,2021-09-18,Liberty,FBS Independents,45,Old Dominion,Conference USA,17,Liberty -27.5,-27.5,-28,0.5,27.5,28,-0.5,Liberty,0.5
893,401282203,2021,3,regular,2021-09-18,Southern Mississippi,Conference USA,9,Troy,Sun Belt,21,Troy -11,11.0,12,-1.0,-11.0,-12,1.0,Troy,1.0
815,401282627,2021,3,regular,2021-09-18,Clemson,ACC,14,Georgia Tech,ACC,8,Clemson -27.5,-27.5,-6,-21.5,27.5,6,21.5,Georgia Tech,21.5
878,401282628,2021,3,regular,2021-09-18,Duke,ACC,30,Northwestern,Big Ten,23,Northwestern -2.5,2.5,-7,9.5,-2.5,7,-9.5,Duke,9.5
844,401282629,2021,3,regular,2021-09-18,Miami,ACC,17,Michigan State,Big Ten,38,Miami -7,-7.0,21,-28.0,7.0,-21,28.0,Michigan State,28.0
797,401282630,2021,3,regular,2021-09-18,NC State,ACC,45,Furman,Southern,7,NC State -27.5,-27.5,-38,10.5,27.5,38,-10.5,NC State,10.5
839,401282631,2021,3,regular,2021-09-18,North Carolina,ACC,59,Virginia,ACC,39,North Carolina -7.5,-7.5,-20,12.5,7.5,20,-12.5,North Carolina,12.5
853,401282632,2021,3,regular,2021-09-18,Pittsburgh,ACC,41,Western Michigan,Mid-American,44,Pittsburgh -14.5,-14.5,3,-17.5,14.5,-3,17.5,Western Michigan,17.5
791,401282633,2021,3,regular,2021-09-18,Syracuse,ACC,62,Albany,CAA,24,Syracuse -21.5,-21.5,-38,16.5,21.5,38,-16.5,Syracuse,16.5
858,401282634,2021,3,regular,2021-09-18,Temple,American Athletic,3,Boston College,ACC,28,Boston College -15,15.0,25,-10.0,-15.0,-25,10.0,Boston College,10.0
873,401282635,2021,3,regular,2021-09-18,Wake Forest,ACC,35,Florida State,ACC,14,Wake Forest -4.5,-4.5,-21,16.5,4.5,21,-16.5,Wake Forest,16.5
834,401282636,2021,3,regular,2021-09-18,West Virginia,Big 12,27,Virginia Tech,ACC,21,West Virginia -2,-2.0,-6,4.0,2.0,6,-4.0,West Virginia,4.0
829,401282706,2021,3,regular,2021-09-18,Notre Dame,FBS Independents,27,Purdue,Big Ten,13,Notre Dame -7.5,-7.5,-14,6.5,7.5,14,-6.5,Notre Dame,6.5
800,401282715,2021,3,regular,2021-09-18,Illinois,Big Ten,17,Maryland,Big Ten,20,Maryland -7,7.0,3,4.0,-7.0,-3,-4.0,Illinois,4.0
820,401282725,2021,3,regular,2021-09-18,Indiana,Big Ten,24,Cincinnati,American Athletic,38,Cincinnati -4,4.0,14,-10.0,-4.0,-14,10.0,Cincinnati,10.0
810,401282755,2021,3,regular,2021-09-18,Iowa,Big Ten,30,Kent State,Mid-American,7,Iowa -22.5,-22.5,-23,0.5,22.5,23,-0.5,Iowa,0.5
847,401282774,2021,3,regular,2021-09-18,Michigan,Big Ten,63,Northern Illinois,Mid-American,10,Michigan -27.5,-27.5,-53,25.5,27.5,53,-25.5,Michigan,25.5
863,401282791,2021,3,regular,2021-09-18,Colorado,Pac-12,0,Minnesota,Big Ten,30,Colorado -2.5,-2.5,30,-32.5,2.5,-30,32.5,Minnesota,32.5
805,401282798,2021,3,regular,2021-09-18,Oklahoma,Big 12,23,Nebraska,Big Ten,16,Oklahoma -22.5,-22.5,-7,-15.5,22.5,7,15.5,Nebraska,15.5
824,401282810,2021,3,regular,2021-09-18,Ohio State,Big Ten,41,Tulsa,American Athletic,20,Ohio State -24.5,-24.5,-21,-3.5,24.5,21,3.5,Tulsa,3.5
794,401282823,2021,3,regular,2021-09-18,Rutgers,Big Ten,45,Delaware,CAA,13,Rutgers -20,-20.0,-32,12.0,20.0,32,-12.0,Rutgers,12.0
1227,401286189,2021,3,regular,2021-09-18,Army,FBS Independents,52,Connecticut,FBS Independents,21,Army -34.5,-34.5,-31,-3.5,34.5,31,3.5,Connecticut,3.5
733,401286300,2021,3,regular,2021-09-18,UMass,FBS Independents,28,Eastern Michigan,Mid-American,42,Eastern Michigan -22,22.0,14,8.0,-22.0,-14,-8.0,UMass,8.0
738,401287904,2021,3,regular,2021-09-18,Kansas,Big 12,7,Baylor,Big 12,45,Baylor -17,17.0,38,-21.0,-17.0,-38,21.0,Baylor,21.0
728,401287905,2021,3,regular,2021-09-18,Kansas State,Big 12,38,Nevada,Mountain West,17,Nevada -1.5,1.5,-21,22.5,-1.5,21,-22.5,Kansas State,22.5
750,401301005,2021,3,regular,2021-09-18,Houston,American Athletic,45,Grambling,SWAC,0,Houston -41,-41.0,-45,4.0,41.0,45,-4.0,Houston,4.0
753,401301006,2021,3,regular,2021-09-18,South Florida,American Athletic,38,Florida A&M,SWAC,17,South Florida -22.5,-22.5,-21,-1.5,22.5,21,1.5,Florida A&M,1.5
1587,401309549,2021,3,regular,2021-09-18,Wyoming,Mountain West,45,Ball State,Mid-American,12,Wyoming -6.5,-6.5,-33,26.5,6.5,33,-26.5,Wyoming,26.5
1602,401309550,2021,3,regular,2021-09-18,Akron,Mid-American,35,Bryant,NEC,14,Akron -14,-14.0,-21,7.0,14.0,21,-7.0,Akron,7.0
1605,401309551,2021,3,regular,2021-09-18,Bowling Green,Mid-American,27,Murray State,OVC,10,Murray State -2.5,2.5,-17,19.5,-2.5,17,-19.5,Bowling Green,19.5
2502,401309552,2021,3,regular,2021-09-18,Buffalo,Mid-American,25,Coastal Carolina,Sun Belt,28,Coastal Carolina -14,14.0,3,11.0,-14.0,-3,-11.0,Buffalo,11.0
481,401309553,2021,3,regular,2021-09-18,Toledo,Mid-American,6,Colorado State,Mountain West,22,Toledo -14.5,-14.5,16,-30.5,14.5,-16,30.5,Colorado State,30.5
506,401309604,2021,3,regular,2021-09-18,Appalachian State,Sun Belt,44,Elon,CAA,10,Appalachian State -35.5,-35.5,-34,-1.5,35.5,34,1.5,Elon,1.5
486,401309605,2021,3,regular,2021-09-18,Washington,Pac-12,52,Arkansas State,Sun Belt,3,Washington -17.5,-17.5,-49,31.5,17.5,49,-31.5,Washington,31.5
491,401309609,2021,3,regular,2021-09-18,Texas State,Sun Belt,34,Incarnate Word,Southland,42,Texas State -10.5,-10.5,8,-18.5,10.5,-8,18.5,Incarnate Word,18.5
509,401309849,2021,3,regular,2021-09-18,California,Pac-12,42,Sacramento State,Big Sky,30,California -24.5,-24.5,-12,-12.5,24.5,12,12.5,Sacramento State,12.5
503,401309850,2021,3,regular,2021-09-18,Oregon,Pac-12,48,Stony Brook,CAA,7,Oregon -42,-42.0,-41,-1.0,42.0,41,1.0,Stony Brook,1.0
476,401309852,2021,3,regular,2021-09-18,Washington State,Pac-12,14,USC,Pac-12,45,USC -7,7.0,31,-24.0,-7.0,-31,24.0,USC,24.0
1592,401309856,2021,3,regular,2021-09-18,San Diego State,Mountain West,33,Utah,Pac-12,31,Utah -8,8.0,-2,10.0,-8.0,2,-10.0,San Diego State,10.0
1597,401310704,2021,3,regular,2021-09-18,Air Force,Mountain West,45,Utah State,Mountain West,49,Air Force -9,-9.0,4,-13.0,9.0,-4,13.0,Utah State,13.0
2250,401282075,2021,3,regular,2021-09-19,Ole Miss,SEC,61,Tulane,American Athletic,21,Ole Miss -14,-14.0,-40,26.0,14.0,40,-26.0,Ole Miss,26.0
539,401282080,2021,3,regular,2021-09-19,Vanderbilt,SEC,23,Stanford,Pac-12,41,Stanford -12.5,12.5,18,-5.5,-12.5,-18,5.5,Stanford,5.5
927,401282202,2021,3,regular,2021-09-19,Texas,Big 12,58,Rice,Conference USA,0,Texas -26,-26.0,-58,32.0,26.0,58,-32.0,Texas,32.0
743,401287903,2021,3,regular,2021-09-19,Boise State,Mountain West,20,Oklahoma State,Big 12,21,Boise State -3.5,-3.5,1,-4.5,3.5,-1,4.5,Oklahoma State,4.5
723,401287906,2021,3,regular,2021-09-19,UNLV,Mountain West,3,Iowa State,Big 12,48,Iowa State -32,32.0,45,-13.0,-32.0,-45,13.0,Iowa State,13.0
494,401309607,2021,3,regular,2021-09-19,Louisiana Monroe,Sun Belt,12,Jackson State,SWAC,7,Louisiana Monroe -4.5,-4.5,-5,0.5,4.5,5,-0.5,Louisiana Monroe,0.5
497,401309608,2021,3,regular,2021-09-19,South Alabama,Sun Belt,28,Alcorn State,SWAC,21,South Alabama -21.5,-21.5,-7,-14.5,21.5,7,14.5,Alcorn State,14.5
500,401309853,2021,3,regular,2021-09-19,Arizona,Pac-12,19,Northern Arizona,Big Sky,21,Arizona -26.5,-26.5,2,-28.5,26.5,-2,28.5,Northern Arizona,28.5
516,401309854,2021,3,regular,2021-09-19,BYU,FBS Independents,27,Arizona State,Pac-12,17,Arizona State -3,3.0,-10,13.0,-3.0,10,-13.0,BYU,13.0
1359,401309855,2021,3,regular,2021-09-19,UCLA,Pac-12,37,Fresno State,Mountain West,40,UCLA -11,-11.0,3,-14.0,11.0,-3,14.0,Fresno State,14.0
1655,401310705,2021,3,regular,2021-09-19,Hawai'i,Mountain West,13,San José State,Mountain West,17,San José State -8,8.0,4,4.0,-8.0,-4,-4.0,Hawai'i,4.0
1608,401319455,2021,3,regular,2021-09-19,New Mexico State,FBS Independents,43,South Carolina State,MEAC,35,New Mexico State -3.5,-3.5,-8,4.5,3.5,8,-4.5,New Mexico State,4.5
1611,401282208,2021,4,regular,2021-09-23,Appalachian State,Sun Belt,31,Marshall,Conference USA,30,Appalachian State -7,-7.0,-1,-6.0,7.0,1,6.0,Marshall,6.0
544,401282204,2021,4,regular,2021-09-24,Charlotte,Conference USA,42,Middle Tennessee,Conference USA,39,Charlotte -2.5,-2.5,-3,0.5,2.5,3,-0.5,Charlotte,0.5
1615,401282638,2021,4,regular,2021-09-24,Virginia,ACC,17,Wake Forest,ACC,37,Virginia -3.5,-3.5,20,-23.5,3.5,-20,23.5,Wake Forest,23.5
1619,401282081,2021,4,regular,2021-09-25,Alabama,SEC,63,Southern Mississippi,Conference USA,14,Alabama -45,-45.0,-49,4.0,45.0,49,-4.0,Alabama,4.0
1627,401282082,2021,4,regular,2021-09-25,Arkansas,SEC,20,Texas A&M,SEC,10,Texas A&M -4.5,4.5,-10,14.5,-4.5,10,-14.5,Arkansas,14.5
1639,401282083,2021,4,regular,2021-09-25,Auburn,SEC,34,Georgia State,Sun Belt,24,Auburn -27.5,-27.5,-10,-17.5,27.5,10,17.5,Georgia State,17.5
1631,401282084,2021,4,regular,2021-09-25,Florida,SEC,38,Tennessee,SEC,14,Florida -19,-19.0,-24,5.0,19.0,24,-5.0,Florida,5.0
1643,401282085,2021,4,regular,2021-09-25,Mississippi State,SEC,25,LSU,SEC,28,LSU -1.5,1.5,3,-1.5,-1.5,-3,1.5,LSU,1.5
1647,401282086,2021,4,regular,2021-09-25,Boston College,ACC,41,Missouri,SEC,34,Boston College -1,-1.0,-7,6.0,1.0,7,-6.0,Boston College,6.0
1651,401282087,2021,4,regular,2021-09-25,South Carolina,SEC,10,Kentucky,SEC,16,Kentucky -4.5,4.5,6,-1.5,-4.5,-6,1.5,Kentucky,1.5
548,401282088,2021,4,regular,2021-09-25,Vanderbilt,SEC,0,Georgia,SEC,62,Georgia -36,36.0,62,-26.0,-36.0,-62,26.0,Georgia,26.0
556,401282205,2021,4,regular,2021-09-25,Louisiana Tech,Conference USA,24,North Texas,Conference USA,17,Louisiana Tech -10.5,-10.5,-7,-3.5,10.5,7,3.5,North Texas,3.5
552,401282206,2021,4,regular,2021-09-25,Central Michigan,Mid-American,31,Florida International,Conference USA,27,Central Michigan -12,-12.0,-4,-8.0,12.0,4,8.0,Florida International,8.0
568,401282209,2021,4,regular,2021-09-25,Old Dominion,Conference USA,34,Buffalo,Mid-American,35,Buffalo -13,13.0,1,12.0,-13.0,-1,-12.0,Old Dominion,12.0
2896,401282210,2021,4,regular,2021-09-25,Rice,Conference USA,48,Texas Southern,SWAC,34,Rice -37,-37.0,-14,-23.0,37.0,14,23.0,Texas Southern,23.0
2884,401282213,2021,4,regular,2021-09-25,Memphis,American Athletic,28,UT San Antonio,Conference USA,31,Memphis -3,-3.0,3,-6.0,3.0,-3,6.0,UT San Antonio,6.0
1660,401282637,2021,4,regular,2021-09-25,Syracuse,ACC,24,Liberty,FBS Independents,21,Liberty -6.5,6.5,-3,9.5,-6.5,3,-9.5,Syracuse,9.5
2892,401282639,2021,4,regular,2021-09-25,Duke,ACC,52,Kansas,Big 12,33,Duke -16.5,-16.5,-19,2.5,16.5,19,-2.5,Duke,2.5
2888,401282640,2021,4,regular,2021-09-25,Florida State,ACC,23,Louisville,ACC,31,Florida State -1.5,-1.5,8,-9.5,1.5,-8,9.5,Louisville,9.5
2851,401282641,2021,4,regular,2021-09-25,Georgia Tech,ACC,45,North Carolina,ACC,22,North Carolina -14.5,14.5,-23,37.5,-14.5,23,-37.5,Georgia Tech,37.5
2869,401282642,2021,4,regular,2021-09-25,Miami,ACC,69,Central Connecticut,NEC,0,Miami -46,-46.0,-69,23.0,46.0,69,-23.0,Miami,23.0
2827,401282643,2021,4,regular,2021-09-25,NC State,ACC,27,Clemson,ACC,21,Clemson -10.5,10.5,-6,16.5,-10.5,6,-16.5,NC State,16.5
2854,401282644,2021,4,regular,2021-09-25,Pittsburgh,ACC,77,New Hampshire,CAA,7,Pittsburgh -29,-29.0,-70,41.0,29.0,70,-41.0,Pittsburgh,41.0
2857,401282645,2021,4,regular,2021-09-25,Virginia Tech,ACC,21,Richmond,CAA,10,Virginia Tech -29,-29.0,-11,-18.0,29.0,11,18.0,Richmond,18.0
2835,401282707,2021,4,regular,2021-09-25,Wisconsin,Big Ten,13,Notre Dame,FBS Independents,41,Wisconsin -6,-6.0,28,-34.0,6.0,-28,34.0,Notre Dame,34.0
2872,401282716,2021,4,regular,2021-09-25,Purdue,Big Ten,13,Illinois,Big Ten,9,Purdue -10.5,-10.5,-4,-6.5,10.5,4,6.5,Illinois,6.5
2823,401282756,2021,4,regular,2021-09-25,Iowa,Big Ten,24,Colorado State,Mountain West,14,Iowa -23.5,-23.5,-10,-13.5,23.5,10,13.5,Colorado State,13.5
2876,401282765,2021,4,regular,2021-09-25,Maryland,Big Ten,37,Kent State,Mid-American,16,Maryland -13,-13.0,-21,8.0,13.0,21,-8.0,Maryland,8.0
2843,401282775,2021,4,regular,2021-09-25,Michigan,Big Ten,20,Rutgers,Big Ten,13,Michigan -20.5,-20.5,-7,-13.5,20.5,7,13.5,Rutgers,13.5
2847,401282784,2021,4,regular,2021-09-25,Michigan State,Big Ten,23,Nebraska,Big Ten,20,Michigan State -3.5,-3.5,-3,-0.5,3.5,3,0.5,Nebraska,0.5
2861,401282792,2021,4,regular,2021-09-25,Minnesota,Big Ten,10,Bowling Green,Mid-American,14,Minnesota -30.5,-30.5,4,-34.5,30.5,-4,34.5,Bowling Green,34.5
2865,401282805,2021,4,regular,2021-09-25,Northwestern,Big Ten,35,Ohio,Mid-American,6,Northwestern -13.5,-13.5,-29,15.5,13.5,29,-15.5,Northwestern,15.5
2831,401282811,2021,4,regular,2021-09-25,Ohio State,Big Ten,59,Akron,Mid-American,7,Ohio State -48.5,-48.5,-52,3.5,48.5,52,-3.5,Ohio State,3.5
1364,401282817,2021,4,regular,2021-09-25,Penn State,Big Ten,38,Villanova,CAA,17,Penn State -29.5,-29.5,-21,-8.5,29.5,21,8.5,Villanova,8.5
2880,401286190,2021,4,regular,2021-09-25,Connecticut,FBS Independents,22,Wyoming,Mountain West,24,Wyoming -31.5,31.5,2,29.5,-31.5,-2,-29.5,Connecticut,29.5
2839,401286301,2021,4,regular,2021-09-25,Coastal Carolina,Sun Belt,53,UMass,FBS Independents,3,Coastal Carolina -36,-36.0,-50,14.0,36.0,50,-14.0,Coastal Carolina,14.0
1633,401287907,2021,4,regular,2021-09-25,Baylor,Big 12,31,Iowa State,Big 12,29,Iowa State -7,7.0,-2,9.0,-7.0,2,-9.0,Baylor,9.0
1623,401287908,2021,4,regular,2021-09-25,Oklahoma,Big 12,16,West Virginia,Big 12,13,Oklahoma -17.5,-17.5,-3,-14.5,17.5,3,14.5,West Virginia,14.5
2572,401287909,2021,4,regular,2021-09-25,Oklahoma State,Big 12,31,Kansas State,Big 12,20,Oklahoma State -6,-6.0,-11,5.0,6.0,11,-5.0,Oklahoma State,5.0
2576,401287910,2021,4,regular,2021-09-25,TCU,Big 12,34,SMU,American Athletic,42,TCU -9.5,-9.5,8,-17.5,9.5,-8,17.5,SMU,17.5
2580,401287911,2021,4,regular,2021-09-25,Texas,Big 12,70,Texas Tech,Big 12,35,Texas -9,-9.0,-35,26.0,9.0,35,-26.0,Texas,26.0
2584,401301007,2021,4,regular,2021-09-25,East Carolina,American Athletic,31,Charleston Southern,Big South,28,East Carolina -24.5,-24.5,-3,-21.5,24.5,3,21.5,Charleston Southern,21.5
2587,401301008,2021,4,regular,2021-09-25,Houston,American Athletic,28,Navy,American Athletic,20,Houston -20,-20.0,-8,-12.0,20.0,8,12.0,Navy,12.0
992,401301010,2021,4,regular,2021-09-25,Temple,American Athletic,41,Wagner,NEC,7,Temple -36.5,-36.5,-34,-2.5,36.5,34,2.5,Wagner,2.5
775,401301011,2021,4,regular,2021-09-25,Tulsa,American Athletic,41,Arkansas State,Sun Belt,34,Tulsa -14.5,-14.5,-7,-7.5,14.5,7,7.5,Arkansas State,7.5
756,401308834,2021,4,regular,2021-09-25,Army,FBS Independents,23,Miami (OH),Mid-American,10,Army -7.5,-7.5,-13,5.5,7.5,13,-5.5,Army,5.5
760,401309554,2021,4,regular,2021-09-25,Western Michigan,Mid-American,23,San José State,Mountain West,3,Western Michigan -2.5,-2.5,-20,17.5,2.5,20,-17.5,Western Michigan,17.5
764,401309555,2021,4,regular,2021-09-25,Ball State,Mid-American,12,Toledo,Mid-American,22,Toledo -4.5,4.5,10,-5.5,-4.5,-10,5.5,Toledo,5.5
772,401309556,2021,4,regular,2021-09-25,Northern Illinois,Mid-American,41,Maine,CAA,14,Northern Illinois -21.5,-21.5,-27,5.5,21.5,27,-5.5,Northern Illinois,5.5
768,401309557,2021,4,regular,2021-09-25,Eastern Michigan,Mid-American,59,Texas State,Sun Belt,21,Eastern Michigan -7.5,-7.5,-38,30.5,7.5,38,-30.5,Eastern Michigan,30.5
779,401309610,2021,4,regular,2021-09-25,Georgia Southern,Sun Belt,20,Louisiana,Sun Belt,28,Louisiana -14.5,14.5,8,6.5,-14.5,-8,-6.5,Georgia Southern,6.5
1288,401309858,2021,4,regular,2021-09-25,Stanford,Pac-12,24,UCLA,Pac-12,35,UCLA -4,4.0,11,-7.0,-4.0,-11,7.0,UCLA,7.0
1296,401309861,2021,4,regular,2021-09-25,Utah,Pac-12,24,Washington State,Pac-12,13,Utah -15,-15.0,-11,-4.0,15.0,11,4.0,Washington State,4.0
1292,401310706,2021,4,regular,2021-09-25,Utah State,Mountain West,3,Boise State,Mountain West,27,Boise State -9.5,9.5,24,-14.5,-9.5,-24,14.5,Boise State,14.5
668,401310707,2021,4,regular,2021-09-25,Fresno State,Mountain West,38,UNLV,Mountain West,30,Fresno State -30,-30.0,-8,-22.0,30.0,8,22.0,UNLV,22.0
672,401310709,2021,4,regular,2021-09-25,San Diego State,Mountain West,48,Towson,CAA,21,San Diego State -23,-23.0,-27,4.0,23.0,27,-4.0,San Diego State,4.0
560,401282207,2021,4,regular,2021-09-26,Air Force,Mountain West,31,Florida Atlantic,Conference USA,7,Air Force -3.5,-3.5,-24,20.5,3.5,24,-20.5,Air Force,20.5
2899,401282211,2021,4,regular,2021-09-26,Tulane,American Athletic,21,UAB,Conference USA,28,Tulane -2.5,-2.5,7,-9.5,2.5,-7,9.5,UAB,9.5
2907,401282212,2021,4,regular,2021-09-26,UTEP,Conference USA,20,New Mexico,Mountain West,13,New Mexico -2.5,2.5,-7,9.5,-2.5,7,-9.5,UTEP,9.5
2903,401282214,2021,4,regular,2021-09-26,Western Kentucky,Conference USA,31,Indiana,Big Ten,33,Indiana -9.5,9.5,2,7.5,-9.5,-2,-7.5,Western Kentucky,7.5
2568,401301009,2021,4,regular,2021-09-26,BYU,FBS Independents,35,South Florida,American Athletic,27,BYU -23.5,-23.5,-8,-15.5,23.5,8,15.5,South Florida,15.5
1300,401309611,2021,4,regular,2021-09-26,Louisiana Monroe,Sun Belt,29,Troy,Sun Belt,16,Troy -23.5,23.5,-13,36.5,-23.5,13,-36.5,Louisiana Monroe,36.5
1304,401309857,2021,4,regular,2021-09-26,Washington,Pac-12,31,California,Pac-12,24,Washington -7.5,-7.5,-7,-0.5,7.5,7,0.5,California,0.5
1284,401309859,2021,4,regular,2021-09-26,Oregon,Pac-12,41,Arizona,Pac-12,19,Oregon -29.5,-29.5,-22,-7.5,29.5,22,7.5,Arizona,7.5
1308,401309860,2021,4,regular,2021-09-26,USC,Pac-12,27,Oregon State,Pac-12,45,USC -11,-11.0,18,-29.0,11.0,-18,29.0,Oregon State,29.0
1312,401309862,2021,4,regular,2021-09-26,Arizona State,Pac-12,35,Colorado,Pac-12,13,Arizona State -14,-14.0,-22,8.0,14.0,22,-8.0,Arizona State,8.0
675,401310708,2021,4,regular,2021-09-26,New Mexico State,FBS Independents,21,Hawai'i,Mountain West,41,Hawai'i -17,17.0,20,-3.0,-17.0,-20,3.0,Hawai'i,3.0
679,401282646,2021,5,regular,2021-09-30,Miami,ACC,28,Virginia,ACC,30,Miami -3.5,-3.5,2,-5.5,3.5,-2,5.5,Virginia,5.5
687,401301012,2021,5,regular,2021-10-01,Tulsa,American Athletic,10,Houston,American Athletic,45,Tulsa -3.5,-3.5,35,-38.5,3.5,-35,38.5,Houston,38.5
691,401282089,2021,5,regular,2021-10-02,Alabama,SEC,42,Ole Miss,SEC,21,Alabama -15,-15.0,-21,6.0,15.0,21,-6.0,Alabama,6.0
695,401282090,2021,5,regular,2021-10-02,Georgia,SEC,37,Arkansas,SEC,0,Georgia -16.5,-16.5,-37,20.5,16.5,37,-20.5,Georgia,20.5
699,401282091,2021,5,regular,2021-10-02,Kentucky,SEC,20,Florida,SEC,13,Florida -7.5,7.5,-7,14.5,-7.5,7,-14.5,Kentucky,14.5
710,401282093,2021,5,regular,2021-10-02,Missouri,SEC,24,Tennessee,SEC,62,Missouri -2.5,-2.5,38,-40.5,2.5,-38,40.5,Tennessee,40.5
715,401282094,2021,5,regular,2021-10-02,South Carolina,SEC,23,Troy,Sun Belt,14,South Carolina -6.5,-6.5,-9,2.5,6.5,9,-2.5,South Carolina,2.5
703,401282095,2021,5,regular,2021-10-02,Texas A&M,SEC,22,Mississippi State,SEC,26,Texas A&M -7,-7.0,4,-11.0,7.0,-4,11.0,Mississippi State,11.0
719,401282096,2021,5,regular,2021-10-02,Vanderbilt,SEC,30,Connecticut,FBS Independents,28,Vanderbilt -14.5,-14.5,-2,-12.5,14.5,2,12.5,Connecticut,12.5
2671,401282215,2021,5,regular,2021-10-02,Florida Atlantic,Conference USA,58,Florida International,Conference USA,21,Florida Atlantic -10.5,-10.5,-37,26.5,10.5,37,-26.5,Florida Atlantic,26.5
2683,401282216,2021,5,regular,2021-10-02,Middle Tennessee,Conference USA,34,Marshall,Conference USA,28,Marshall -10.5,10.5,-6,16.5,-10.5,6,-16.5,Middle Tennessee,16.5
2679,401282218,2021,5,regular,2021-10-02,Rice,Conference USA,24,Southern Mississippi,Conference USA,19,Rice -1.5,-1.5,-5,3.5,1.5,5,-3.5,Rice,3.5
2667,401282219,2021,5,regular,2021-10-02,Illinois,Big Ten,24,Charlotte,Conference USA,14,Illinois -10.5,-10.5,-10,-0.5,10.5,10,0.5,Charlotte,0.5
