,id,season,week,season_type,date,home_team,home_conference,home_score,away_team,away_conference,away_score,formatted_spread,home_spread,home_result,home_diff,away_spread,away_result,away_diff,covering_team,vegas_error
132,401309624,2021,8,regular,2021-10-21,Arkansas State,Sun Belt,27,Louisiana,Sun Belt,28,Louisiana -18,18.0,1,17.0,-18.0,-1,-17.0,Arkansas State,17.0
414,401282239,2021,8,regular,2021-10-22,Connecticut,FBS Independents,13,Middle Tennessee,Conference USA,44,Middle Tennessee -14,14.0,31,-17.0,-14.0,-31,17.0,Middle Tennessee,17.0
419,401301026,2021,8,regular,2021-10-22,UCF,American Athletic,24,Memphis,American Athletic,7,UCF -1,-1.0,-17,16.0,1.0,17,-16.0,UCF,16.0
4743,401310729,2021,8,regular,2021-10-22,UNLV,Mountain West,20,San José State,Mountain West,27,San José State -6,6.0,7,-1.0,-6.0,-7,1.0,San José State,1.0
2358,401282111,2021,8,regular,2021-10-23,Alabama,SEC,52,Tennessee,SEC,24,Alabama -25.5,-25.5,-28,2.5,25.5,28,-2.5,Alabama,2.5
382,401282112,2021,8,regular,2021-10-23,Arkansas,SEC,45,Arkansas-Pine Bluff,SWAC,3,Arkansas -50.5,-50.5,-42,-8.5,50.5,42,8.5,Arkansas-Pine Bluff,8.5
346,401282113,2021,8,regular,2021-10-23,Ole Miss,SEC,31,LSU,SEC,17,Ole Miss -9,-9.0,-14,5.0,9.0,14,-5.0,Ole Miss,5.0
363,401282114,2021,8,regular,2021-10-23,Texas A&M,SEC,44,South Carolina,SEC,14,Texas A&M -19.5,-19.5,-30,10.5,19.5,30,-10.5,Texas A&M,10.5
2374,401282115,2021,8,regular,2021-10-23,Vanderbilt,SEC,6,Mississippi State,SEC,45,Mississippi State -20.5,20.5,39,-18.5,-20.5,-39,18.5,Mississippi State,18.5
351,401282236,2021,8,regular,2021-10-23,Florida International,Conference USA,19,Western Kentucky,Conference USA,34,Western Kentucky -16.5,16.5,15,1.5,-16.5,-15,-1.5,Florida International,1.5
375,401282237,2021,8,regular,2021-10-23,Louisiana Tech,Conference USA,16,UT San Antonio,Conference USA,45,UT San Antonio -5.5,5.5,29,-23.5,-5.5,-29,23.5,UT San Antonio,23.5
393,401282238,2021,8,regular,2021-10-23,UAB,Conference USA,24,Rice,Conference USA,30,UAB -23.5,-23.5,6,-29.5,23.5,-6,29.5,Rice,29.5
2378,401282240,2021,8,regular,2021-10-23,North Texas,Conference USA,26,Liberty,FBS Independents,35,Liberty -21,21.0,9,12.0,-21.0,-9,-12.0,North Texas,12.0
359,401282662,2021,8,regular,2021-10-23,Army,FBS Independents,56,Wake Forest,ACC,70,Wake Forest -3,3.0,14,-11.0,-3.0,-14,11.0,Wake Forest,11.0
385,401282663,2021,8,regular,2021-10-23,Florida State,ACC,59,UMass,FBS Independents,3,Florida State -35.5,-35.5,-56,20.5,35.5,56,-20.5,Florida State,20.5
2382,401282664,2021,8,regular,2021-10-23,Louisville,ACC,28,Boston College,ACC,14,Louisville -4,-4.0,-14,10.0,4.0,14,-10.0,Louisville,10.0
367,401282665,2021,8,regular,2021-10-23,Miami,ACC,31,NC State,ACC,30,NC State -3.5,3.5,-1,4.5,-3.5,1,-4.5,Miami,4.5
372,401282666,2021,8,regular,2021-10-23,Pittsburgh,ACC,27,Clemson,ACC,17,Pittsburgh -3.5,-3.5,-10,6.5,3.5,10,-6.5,Pittsburgh,6.5
2386,401282667,2021,8,regular,2021-10-23,Virginia,ACC,48,Georgia Tech,ACC,40,Virginia -6.5,-6.5,-8,1.5,6.5,8,-1.5,Virginia,1.5
389,401282668,2021,8,regular,2021-10-23,Virginia Tech,ACC,36,Syracuse,ACC,41,Virginia Tech -3.5,-3.5,5,-8.5,3.5,-5,8.5,Syracuse,8.5
355,401282709,2021,8,regular,2021-10-23,Notre Dame,FBS Independents,31,USC,Pac-12,16,Notre Dame -7.5,-7.5,-15,7.5,7.5,15,-7.5,Notre Dame,7.5
2370,401282717,2021,8,regular,2021-10-23,Penn State,Big Ten,18,Illinois,Big Ten,20,Penn State -24.5,-24.5,2,-26.5,24.5,-2,26.5,Illinois,26.5
2362,401282730,2021,8,regular,2021-10-23,Indiana,Big Ten,7,Ohio State,Big Ten,54,Ohio State -21,21.0,47,-26.0,-21.0,-47,26.0,Ohio State,26.0
397,401282767,2021,8,regular,2021-10-23,Minnesota,Big Ten,34,Maryland,Big Ten,16,Minnesota -4,-4.0,-18,14.0,4.0,18,-14.0,Minnesota,14.0
2366,401282779,2021,8,regular,2021-10-23,Michigan,Big Ten,33,Northwestern,Big Ten,7,Michigan -23.5,-23.5,-26,2.5,23.5,26,-2.5,Michigan,2.5
378,401282821,2021,8,regular,2021-10-23,Purdue,Big Ten,13,Wisconsin,Big Ten,30,Wisconsin -3.5,3.5,17,-13.5,-3.5,-17,13.5,Wisconsin,13.5
1664,401287925,2021,8,regular,2021-10-23,Iowa State,Big 12,24,Oklahoma State,Big 12,21,Iowa State -7,-7.0,-3,-4.0,7.0,3,4.0,Oklahoma State,4.0
1715,401287926,2021,8,regular,2021-10-23,Kansas,Big 12,23,Oklahoma,Big 12,35,Oklahoma -38.5,38.5,12,26.5,-38.5,-12,-26.5,Kansas,26.5
2017,401287927,2021,8,regular,2021-10-23,TCU,Big 12,17,West Virginia,Big 12,29,TCU -4.5,-4.5,12,-16.5,4.5,-12,16.5,West Virginia,16.5
1997,401287928,2021,8,regular,2021-10-23,Texas Tech,Big 12,24,Kansas State,Big 12,25,Kansas State -1,1.0,1,0.0,-1.0,-1,-0.0,Kansas State,0.0
1993,401301027,2021,8,regular,2021-10-23,Navy,American Athletic,20,Cincinnati,American Athletic,27,Cincinnati -28.5,28.5,7,21.5,-28.5,-7,-21.5,Navy,21.5
2009,401301028,2021,8,regular,2021-10-23,Houston,American Athletic,31,East Carolina,American Athletic,24,Houston -13.5,-13.5,-7,-6.5,13.5,7,6.5,East Carolina,6.5
2013,401301029,2021,8,regular,2021-10-23,South Florida,American Athletic,34,Temple,American Athletic,14,South Florida -1.5,-1.5,-20,18.5,1.5,20,-18.5,South Florida,18.5
2001,401308838,2021,8,regular,2021-10-23,Ball State,Mid-American,17,Miami (OH),Mid-American,24,Ball State -3.5,-3.5,7,-10.5,3.5,-7,10.5,Miami (OH),10.5
2005,401309573,2021,8,regular,2021-10-23,Toledo,Mid-American,34,Western Michigan,Mid-American,15,Western Michigan -1.5,1.5,-19,20.5,-1.5,19,-20.5,Toledo,20.5
4759,401309574,2021,8,regular,2021-10-23,Bowling Green,Mid-American,24,Eastern Michigan,Mid-American,55,Eastern Michigan -4,4.0,31,-27.0,-4.0,-31,27.0,Eastern Michigan,27.0
4777,401309575,2021,8,regular,2021-10-23,Akron,Mid-American,10,Buffalo,Mid-American,45,Buffalo -13.5,13.5,35,-21.5,-13.5,-35,21.5,Buffalo,21.5
4767,401309576,2021,8,regular,2021-10-23,Ohio,Mid-American,27,Kent State,Mid-American,34,Kent State -5.5,5.5,7,-1.5,-5.5,-7,1.5,Kent State,1.5
4763,401309577,2021,8,regular,2021-10-23,Central Michigan,Mid-American,38,Northern Illinois,Mid-American,39,Central Michigan -6,-6.0,1,-7.0,6.0,-1,7.0,Northern Illinois,7.0
4771,401309625,2021,8,regular,2021-10-23,Georgia State,Sun Belt,28,Texas State,Sun Belt,16,Georgia State -10.5,-10.5,-12,1.5,10.5,12,-1.5,Georgia State,1.5
4793,401309626,2021,8,regular,2021-10-23,Louisiana Monroe,Sun Belt,41,South Alabama,Sun Belt,31,South Alabama -13.5,13.5,-10,23.5,-13.5,10,-23.5,Louisiana Monroe,23.5
2354,401309877,2021,8,regular,2021-10-23,Arizona,Pac-12,16,Washington,Pac-12,21,Washington -17,17.0,5,12.0,-17.0,-5,-12.0,Arizona,12.0
4781,401309878,2021,8,regular,2021-10-23,California,Pac-12,26,Colorado,Pac-12,3,California -8.5,-8.5,-23,14.5,8.5,23,-14.5,California,14.5
4751,401309879,2021,8,regular,2021-10-23,UCLA,Pac-12,31,Oregon,Pac-12,34,UCLA -1,-1.0,3,-4.0,1.0,-3,4.0,Oregon,4.0
4801,401309880,2021,8,regular,2021-10-23,Oregon State,Pac-12,42,Utah,Pac-12,34,Utah -3,3.0,-8,11.0,-3.0,8,-11.0,Oregon State,11.0
4784,401309881,2021,8,regular,2021-10-23,Washington State,Pac-12,19,BYU,FBS Independents,21,BYU -3.5,3.5,2,1.5,-3.5,-2,-1.5,Washington State,1.5
4755,401310724,2021,8,regular,2021-10-23,Air Force,Mountain West,14,San Diego State,Mountain West,20,Air Force -3,-3.0,6,-9.0,3.0,-6,9.0,San Diego State,9.0
4747,401310725,2021,8,regular,2021-10-23,Utah State,Mountain West,26,Colorado State,Mountain West,24,Colorado State -3,3.0,-2,5.0,-3.0,2,-5.0,Utah State,5.0
4788,401310726,2021,8,regular,2021-10-23,Wyoming,Mountain West,3,New Mexico,Mountain West,14,Wyoming -20,-20.0,11,-31.0,20.0,-11,31.0,New Mexico,31.0
4797,401310727,2021,8,regular,2021-10-23,Fresno State,Mountain West,34,Nevada,Mountain West,32,Fresno State -3.5,-3.5,-2,-1.5,3.5,2,1.5,Nevada,1.5
1989,401301033,2021,9,regular,2021-10-28,East Carolina,American Athletic,29,South Florida,American Athletic,14,East Carolina -9.5,-9.5,-15,5.5,9.5,15,-5.5,East Carolina,5.5
4805,401309627,2021,9,regular,2021-10-28,Coastal Carolina,Sun Belt,35,Troy,Sun Belt,28,Coastal Carolina -17,-17.0,-7,-10.0,17.0,7,10.0,Troy,10.0
4809,401301030,2021,9,regular,2021-10-29,Tulsa,American Athletic,17,Navy,American Athletic,20,Tulsa -11,-11.0,3,-14.0,11.0,-3,14.0,Navy,14.0
4833,401282116,2021,9,regular,2021-10-30,Auburn,SEC,31,Ole Miss,SEC,20,Auburn -3,-3.0,-11,8.0,3.0,11,-8.0,Auburn,8.0
4813,401282117,2021,9,regular,2021-10-30,Florida,SEC,7,Georgia,SEC,34,Georgia -14,14.0,27,-13.0,-14.0,-27,13.0,Georgia,13.0
4841,401282118,2021,9,regular,2021-10-30,Mississippi State,SEC,31,Kentucky,SEC,17,Mississippi State -1,-1.0,-14,13.0,1.0,14,-13.0,Mississippi State,13.0
4893,401282119,2021,9,regular,2021-10-30,Vanderbilt,SEC,28,Missouri,SEC,37,Missouri -16,16.0,9,7.0,-16.0,-9,-7.0,Vanderbilt,7.0
3027,401282241,2021,9,regular,2021-10-30,Western Kentucky,Conference USA,45,Charlotte,Conference USA,13,Western Kentucky -19.5,-19.5,-32,12.5,19.5,32,-12.5,Western Kentucky,12.5
4897,401282242,2021,9,regular,2021-10-30,Marshall,Conference USA,38,Florida International,Conference USA,0,Marshall -21.5,-21.5,-38,16.5,21.5,38,-16.5,Marshall,16.5
3031,401282243,2021,9,regular,2021-10-30,Florida Atlantic,Conference USA,28,UTEP,Conference USA,25,Florida Atlantic -10.5,-10.5,-3,-7.5,10.5,3,7.5,UTEP,7.5
4901,401282244,2021,9,regular,2021-10-30,Old Dominion,Conference USA,23,Louisiana Tech,Conference USA,20,Louisiana Tech -4,4.0,-3,7.0,-4.0,3,-7.0,Old Dominion,7.0
3003,401282245,2021,9,regular,2021-10-30,Middle Tennessee,Conference USA,35,Southern Mississippi,Conference USA,10,Middle Tennessee -12.5,-12.5,-25,12.5,12.5,25,-12.5,Middle Tennessee,12.5
4889,401282246,2021,9,regular,2021-10-30,Rice,Conference USA,24,North Texas,Conference USA,30,Rice -1.5,-1.5,6,-7.5,1.5,-6,7.5,North Texas,7.5
3007,401282670,2021,9,regular,2021-10-30,Clemson,ACC,30,Florida State,ACC,20,Clemson -9.5,-9.5,-10,0.5,9.5,10,-0.5,Clemson,0.5
4869,401282671,2021,9,regular,2021-10-30,Georgia Tech,ACC,17,Virginia Tech,ACC,26,Georgia Tech -3.5,-3.5,9,-12.5,3.5,-9,12.5,Virginia Tech,12.5
3035,401282672,2021,9,regular,2021-10-30,NC State,ACC,28,Louisville,ACC,13,NC State -6,-6.0,-15,9.0,6.0,15,-9.0,NC State,9.0
4837,401282673,2021,9,regular,2021-10-30,Notre Dame,FBS Independents,44,North Carolina,ACC,34,Notre Dame -3.5,-3.5,-10,6.5,3.5,10,-6.5,Notre Dame,6.5
4857,401282674,2021,9,regular,2021-10-30,Pittsburgh,ACC,34,Miami,ACC,38,Pittsburgh -9.5,-9.5,4,-13.5,9.5,-4,13.5,Miami,13.5
3011,401282675,2021,9,regular,2021-10-30,Syracuse,ACC,21,Boston College,ACC,6,Syracuse -6.5,-6.5,-15,8.5,6.5,15,-8.5,Syracuse,8.5
4845,401282676,2021,9,regular,2021-10-30,Wake Forest,ACC,45,Duke,ACC,7,Wake Forest -16.5,-16.5,-38,21.5,16.5,38,-21.5,Wake Forest,21.5
4873,401282719,2021,9,regular,2021-10-30,Illinois,Big Ten,14,Rutgers,Big Ten,20,Rutgers -1.5,1.5,6,-4.5,-1.5,-6,4.5,Rutgers,4.5
4877,401282726,2021,9,regular,2021-10-30,Maryland,Big Ten,38,Indiana,Big Ten,35,Maryland -3.5,-3.5,-3,-0.5,3.5,3,0.5,Indiana,0.5
4829,401282763,2021,9,regular,2021-10-30,Wisconsin,Big Ten,27,Iowa,Big Ten,7,Wisconsin -3,-3.0,-20,17.0,3.0,20,-17.0,Wisconsin,17.0
4825,401282777,2021,9,regular,2021-10-30,Michigan State,Big Ten,37,Michigan,Big Ten,33,Michigan -4,4.0,-4,8.0,-4.0,4,-8.0,Michigan State,8.0
3015,401282795,2021,9,regular,2021-10-30,Northwestern,Big Ten,14,Minnesota,Big Ten,41,Minnesota -7.5,7.5,27,-19.5,-7.5,-27,19.5,Minnesota,19.5
3019,401282801,2021,9,regular,2021-10-30,Nebraska,Big Ten,23,Purdue,Big Ten,28,Nebraska -7.5,-7.5,5,-12.5,7.5,-5,12.5,Purdue,12.5
4821,401282814,2021,9,regular,2021-10-30,Ohio State,Big Ten,33,Penn State,Big Ten,24,Ohio State -18.5,-18.5,-9,-9.5,18.5,9,9.5,Penn State,9.5
4881,401286297,2021,9,regular,2021-10-30,Liberty,FBS Independents,62,UMass,FBS Independents,17,Liberty -35.5,-35.5,-45,9.5,35.5,45,-9.5,Liberty,9.5
4853,401287929,2021,9,regular,2021-10-30,Baylor,Big 12,31,Texas,Big 12,24,Baylor -2.5,-2.5,-7,4.5,2.5,7,-4.5,Baylor,4.5
3023,401287930,2021,9,regular,2021-10-30,Kansas State,Big 12,31,TCU,Big 12,12,Kansas State -3.5,-3.5,-19,15.5,3.5,19,-15.5,Kansas State,15.5
4817,401287931,2021,9,regular,2021-10-30,Oklahoma,Big 12,52,Texas Tech,Big 12,21,Oklahoma -19,-19.0,-31,12.0,19.0,31,-12.0,Oklahoma,12.0
4849,401287932,2021,9,regular,2021-10-30,Oklahoma State,Big 12,55,Kansas,Big 12,3,Oklahoma State -29,-29.0,-52,23.0,29.0,52,-23.0,Oklahoma State,23.0
4861,401287933,2021,9,regular,2021-10-30,West Virginia,Big 12,38,Iowa State,Big 12,31,Iowa State -7.5,7.5,-7,14.5,-7.5,7,-14.5,West Virginia,14.5
4885,401301031,2021,9,regular,2021-10-30,Temple,American Athletic,7,UCF,American Athletic,49,UCF -11.5,11.5,42,-30.5,-11.5,-42,30.5,UCF,30.5
2999,401301032,2021,9,regular,2021-10-30,Tulane,American Athletic,12,Cincinnati,American Athletic,31,Cincinnati -28,28.0,19,9.0,-28.0,-19,-9.0,Tulane,9.0
2021,401301034,2021,9,regular,2021-10-30,Houston,American Athletic,44,SMU,American Athletic,37,SMU -1,1.0,-7,8.0,-1.0,7,-8.0,Houston,8.0
2025,401309578,2021,9,regular,2021-10-30,Buffalo,Mid-American,44,Bowling Green,Mid-American,56,Buffalo -13.5,-13.5,12,-25.5,13.5,-12,25.5,Bowling Green,25.5
2029,401309628,2021,9,regular,2021-10-30,Appalachian State,Sun Belt,59,Louisiana Monroe,Sun Belt,28,Appalachian State -27,-27.0,-31,4.0,27.0,31,-4.0,Appalachian State,4.0
2033,401309629,2021,9,regular,2021-10-30,South Alabama,Sun Belt,31,Arkansas State,Sun Belt,13,South Alabama -9,-9.0,-18,9.0,9.0,18,-9.0,South Alabama,9.0
2037,401309630,2021,9,regular,2021-10-30,Georgia Southern,Sun Belt,14,Georgia State,Sun Belt,21,Georgia State -6,6.0,7,-1.0,-6.0,-7,1.0,Georgia State,1.0
2511,401309631,2021,9,regular,2021-10-30,Louisiana,Sun Belt,45,Texas State,Sun Belt,0,Louisiana -21,-21.0,-45,24.0,21.0,45,-24.0,Louisiana,24.0
1467,401309882,2021,9,regular,2021-10-30,California,Pac-12,39,Oregon State,Pac-12,25,Oregon State -2,2.0,-14,16.0,-2.0,14,-16.0,California,16.0
2731,401309884,2021,9,regular,2021-10-30,Oregon,Pac-12,52,Colorado,Pac-12,29,Oregon -24.5,-24.5,-23,-1.5,24.5,23,1.5,Colorado,1.5
2735,401309885,2021,9,regular,2021-10-30,Arizona State,Pac-12,21,Washington State,Pac-12,34,Arizona State -16.5,-16.5,13,-29.5,16.5,-13,29.5,Washington State,29.5
2743,401309886,2021,9,regular,2021-10-30,USC,Pac-12,41,Arizona,Pac-12,34,USC -21.5,-21.5,-7,-14.5,21.5,7,14.5,Arizona,14.5
2747,401310730,2021,9,regular,2021-10-30,Colorado State,Mountain West,19,Boise State,Mountain West,28,Boise State -2,2.0,9,-7.0,-2.0,-9,7.0,Boise State,7.0
2739,401310731,2021,9,regular,2021-10-30,Utah State,Mountain West,51,Hawai'i,Mountain West,31,Utah State -4.5,-4.5,-20,15.5,4.5,20,-15.5,Utah State,15.5
787,401310732,2021,9,regular,2021-10-30,San José State,Mountain West,27,Wyoming,Mountain West,21,San José State -3,-3.0,-6,3.0,3.0,6,-3.0,San José State,3.0
2727,401310734,2021,9,regular,2021-10-30,Nevada,Mountain West,51,UNLV,Mountain West,20,Nevada -19,-19.0,-31,12.0,19.0,31,-12.0,Nevada,12.0
4865,401282669,2021,9,regular,2021-10-31,BYU,FBS Independents,66,Virginia,ACC,49,BYU -2.5,-2.5,-17,14.5,2.5,17,-14.5,BYU,14.5
3039,401309883,2021,9,regular,2021-10-31,Stanford,Pac-12,13,Washington,Pac-12,20,Stanford -2.5,-2.5,7,-9.5,2.5,-7,9.5,Washington,9.5
2751,401309887,2021,9,regular,2021-10-31,Utah,Pac-12,44,UCLA,Pac-12,24,Utah -6.5,-6.5,-20,13.5,6.5,20,-13.5,Utah,13.5
783,401310733,2021,9,regular,2021-10-31,San Diego State,Mountain West,20,Fresno State,Mountain West,30,Fresno State -2.5,2.5,10,-7.5,-2.5,-10,7.5,Fresno State,7.5
2595,401308839,2021,10,regular,2021-11-02,Ohio,Mid-American,35,Miami (OH),Mid-American,33,Miami (OH) -7,7.0,-2,9.0,-7.0,2,-9.0,Ohio,9.0
2591,401309579,2021,10,regular,2021-11-02,Akron,Mid-American,25,Ball State,Mid-American,31,Ball State -20,20.0,6,14.0,-20.0,-6,-14.0,Akron,14.0
2599,401309580,2021,10,regular,2021-11-02,Toledo,Mid-American,49,Eastern Michigan,Mid-American,52,Toledo -9.5,-9.5,3,-12.5,9.5,-3,12.5,Eastern Michigan,12.5
2603,401309581,2021,10,regular,2021-11-03,Western Michigan,Mid-American,30,Central Michigan,Mid-American,42,Western Michigan -9,-9.0,12,-21.0,9.0,-12,21.0,Central Michigan,21.0
2607,401309582,2021,10,regular,2021-11-03,Kent State,Mid-American,52,Northern Illinois,Mid-American,47,Kent State -3.5,-3.5,-5,1.5,3.5,5,-1.5,Kent State,1.5
2611,401309632,2021,10,regular,2021-11-04,Louisiana,Sun Belt,21,Georgia State,Sun Belt,17,Louisiana -13.5,-13.5,-4,-9.5,13.5,4,9.5,Georgia State,9.5
2615,401282677,2021,10,regular,2021-11-05,Boston College,ACC,17,Virginia Tech,ACC,3,Virginia Tech -1,1.0,-14,15.0,-1.0,14,-15.0,Boston College,15.0
2651,401282120,2021,10,regular,2021-11-06,Alabama,SEC,20,LSU,SEC,14,Alabama -29,-29.0,-6,-23.0,29.0,6,23.0,LSU,23.0
2623,401282121,2021,10,regular,2021-11-06,Arkansas,SEC,31,Mississippi State,SEC,28,Arkansas -4,-4.0,-3,-1.0,4.0,3,1.0,Mississippi State,1.0
2695,401282122,2021,10,regular,2021-11-06,Georgia,SEC,43,Missouri,SEC,6,Georgia -40,-40.0,-37,-3.0,40.0,37,3.0,Missouri,3.0
2707,401282123,2021,10,regular,2021-11-06,Kentucky,SEC,42,Tennessee,SEC,45,Tennessee -1,1.0,3,-2.0,-1.0,-3,2.0,Tennessee,2.0
2703,401282124,2021,10,regular,2021-11-06,Ole Miss,SEC,27,Liberty,FBS Independents,14,Ole Miss -7.5,-7.5,-13,5.5,7.5,13,-5.5,Ole Miss,5.5
2715,401282125,2021,10,regular,2021-11-06,South Carolina,SEC,40,Florida,SEC,17,Florida -20.5,20.5,-23,43.5,-20.5,23,-43.5,South Carolina,43.5
2699,401282126,2021,10,regular,2021-11-06,Texas A&M,SEC,20,Auburn,SEC,3,Texas A&M -4.5,-4.5,-17,12.5,4.5,17,-12.5,Texas A&M,12.5
3071,401282247,2021,10,regular,2021-11-06,Charlotte,Conference USA,31,Rice,Conference USA,24,Charlotte -6.5,-6.5,-7,0.5,6.5,7,-0.5,Charlotte,0.5
2723,401282248,2021,10,regular,2021-11-06,Florida International,Conference USA,24,Old Dominion,Conference USA,47,Old Dominion -3,3.0,23,-20.0,-3.0,-23,20.0,Old Dominion,20.0
1455,401282249,2021,10,regular,2021-11-06,Florida Atlantic,Conference USA,13,Marshall,Conference USA,28,Marshall -1.5,1.5,15,-13.5,-1.5,-15,13.5,Marshall,13.5
1435,401282250,2021,10,regular,2021-11-06,UAB,Conference USA,52,Louisiana Tech,Conference USA,38,UAB -13.5,-13.5,-14,0.5,13.5,14,-0.5,UAB,0.5
1027,401282251,2021,10,regular,2021-11-06,Western Kentucky,Conference USA,48,Middle Tennessee,Conference USA,21,Western Kentucky -17.5,-17.5,-27,9.5,17.5,27,-9.5,Western Kentucky,9.5
3067,401282252,2021,10,regular,2021-11-06,Southern Mississippi,Conference USA,14,North Texas,Conference USA,38,North Texas -5.5,5.5,24,-18.5,-5.5,-24,18.5,North Texas,18.5
3059,401282678,2021,10,regular,2021-11-06,Duke,ACC,29,Pittsburgh,ACC,54,Pittsburgh -21,21.0,25,-4.0,-21.0,-25,4.0,Pittsburgh,4.0
3051,401282679,2021,10,regular,2021-11-06,Florida State,ACC,14,NC State,ACC,28,NC State -3,3.0,14,-11.0,-3.0,-14,11.0,NC State,11.0
3075,401282680,2021,10,regular,2021-11-06,Louisville,ACC,24,Clemson,ACC,30,Clemson -3.5,3.5,6,-2.5,-3.5,-6,2.5,Clemson,2.5
3063,401282681,2021,10,regular,2021-11-06,Miami,ACC,33,Georgia Tech,ACC,30,Miami -10,-10.0,-3,-7.0,10.0,3,7.0,Georgia Tech,7.0
3043,401282682,2021,10,regular,2021-11-06,North Carolina,ACC,58,Wake Forest,ACC,55,North Carolina -2.5,-2.5,-3,0.5,2.5,3,-0.5,North Carolina,0.5
3047,401282710,2021,10,regular,2021-11-06,Notre Dame,FBS Independents,34,Navy,American Athletic,6,Notre Dame -21,-21.0,-28,7.0,21.0,28,-7.0,Notre Dame,7.0
3055,401282720,2021,10,regular,2021-11-06,Minnesota,Big Ten,6,Illinois,Big Ten,14,Minnesota -14.5,-14.5,8,-22.5,14.5,-8,22.5,Illinois,22.5
2719,401282727,2021,10,regular,2021-11-06,Michigan,Big Ten,29,Indiana,Big Ten,7,Michigan -20.5,-20.5,-22,1.5,20.5,22,-1.5,Michigan,1.5
2711,401282757,2021,10,regular,2021-11-06,Northwestern,Big Ten,12,Iowa,Big Ten,17,Iowa -12,12.0,5,7.0,-12.0,-5,-7.0,Northwestern,7.0
1487,401282768,2021,10,regular,2021-11-06,Maryland,Big Ten,14,Penn State,Big Ten,31,Penn State -10,10.0,17,-7.0,-10.0,-17,7.0,Penn State,7.0
2490,401282787,2021,10,regular,2021-11-06,Purdue,Big Ten,40,Michigan State,Big Ten,29,Michigan State -2.5,2.5,-11,13.5,-2.5,11,-13.5,Purdue,13.5
2494,401282799,2021,10,regular,2021-11-06,Nebraska,Big Ten,17,Ohio State,Big Ten,26,Ohio State -14,14.0,9,5.0,-14.0,-9,-5.0,Nebraska,5.0
2498,401282824,2021,10,regular,2021-11-06,Rutgers,Big Ten,3,Wisconsin,Big Ten,52,Wisconsin -13,13.0,49,-36.0,-13.0,-49,36.0,Wisconsin,36.0
1491,401286303,2021,10,regular,2021-11-06,UMass,FBS Independents,22,Rhode Island,CAA,35,UMass -2.5,-2.5,13,-15.5,2.5,-13,15.5,Rhode Island,15.5
1498,401287934,2021,10,regular,2021-11-06,Iowa State,Big 12,30,Texas,Big 12,7,Iowa State -6,-6.0,-23,17.0,6.0,23,-17.0,Iowa State,17.0
1483,401287935,2021,10,regular,2021-11-06,Kansas,Big 12,10,Kansas State,Big 12,35,Kansas State -24,24.0,25,-1.0,-24.0,-25,1.0,Kansas State,1.0
1479,401287936,2021,10,regular,2021-11-06,TCU,Big 12,30,Baylor,Big 12,28,Baylor -7.5,7.5,-2,9.5,-7.5,2,-9.5,TCU,9.5
1475,401287937,2021,10,regular,2021-11-06,West Virginia,Big 12,3,Oklahoma State,Big 12,24,Oklahoma State -3.5,3.5,21,-17.5,-3.5,-21,17.5,Oklahoma State,17.5
2627,401301035,2021,10,regular,2021-11-06,East Carolina,American Athletic,45,Temple,American Athletic,3,East Carolina -15.5,-15.5,-42,26.5,15.5,42,-26.5,East Carolina,26.5
1494,401301036,2021,10,regular,2021-11-06,UCF,American Athletic,14,Tulane,American Athletic,10,UCF -13.5,-13.5,-4,-9.5,13.5,4,9.5,Tulane,9.5
1471,401301037,2021,10,regular,2021-11-06,Cincinnati,American Athletic,28,Tulsa,American Athletic,20,Cincinnati -22.5,-22.5,-8,-14.5,22.5,8,14.5,Tulsa,14.5
1463,401301038,2021,10,regular,2021-11-06,South Florida,American Athletic,42,Houston,American Athletic,54,Houston -13.5,13.5,12,1.5,-13.5,-12,-1.5,South Florida,1.5
1439,401301039,2021,10,regular,2021-11-06,Memphis,American Athletic,28,SMU,American Athletic,25,SMU -3.5,3.5,-3,6.5,-3.5,3,-6.5,Memphis,6.5
1443,401309633,2021,10,regular,2021-11-06,Arkansas State,Sun Belt,14,Appalachian State,Sun Belt,48,Appalachian State -21.5,21.5,34,-12.5,-21.5,-34,12.5,Appalachian State,12.5
1459,401309634,2021,10,regular,2021-11-06,Georgia Southern,Sun Belt,8,Coastal Carolina,Sun Belt,28,Coastal Carolina -16,16.0,20,-4.0,-16.0,-20,4.0,Coastal Carolina,4.0
1447,401309635,2021,10,regular,2021-11-06,Texas State,Sun Belt,27,Louisiana Monroe,Sun Belt,19,Texas State -3,-3.0,-8,5.0,3.0,8,-5.0,Texas State,5.0
1451,401309636,2021,10,regular,2021-11-06,Troy,Sun Belt,31,South Alabama,Sun Belt,24,Troy -3.5,-3.5,-7,3.5,3.5,7,-3.5,Troy,3.5
2619,401309888,2021,10,regular,2021-11-06,Stanford,Pac-12,7,Utah,Pac-12,52,Utah -11,11.0,45,-34.0,-11.0,-45,34.0,Utah,34.0
1410,401309889,2021,10,regular,2021-11-06,Arizona,Pac-12,10,California,Pac-12,3,California -7,7.0,-7,14.0,-7.0,7,-14.0,Arizona,14.0
1407,401309890,2021,10,regular,2021-11-06,Washington,Pac-12,16,Oregon,Pac-12,26,Oregon -7,7.0,10,-3.0,-7.0,-10,3.0,Oregon,3.0
1415,401309891,2021,10,regular,2021-11-06,Colorado,Pac-12,37,Oregon State,Pac-12,34,Oregon State -11.5,11.5,-3,14.5,-11.5,3,-14.5,Colorado,14.5
